team,matches_played,wins,draws,losses,goals_scored,goals_conceded,total_goal_differential,points,dominant_wins,win_rate,draw_rate,loss_rate,avg_goal_diff,goals_scored_per_match,goals_conceded_per_match,points_per_match,dominant_win_rate
Donetsk PR,6,2,2,2,8,7,1,8,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.3333333333333333,1.1666666666666667,1.3333333333333333,0.16666666666666666
Bahrain,583,207,154,222,725,754,-29,775,48,0.35506003430531735,0.2641509433962264,0.38078902229845624,-0.04974271012006861,1.2435677530017153,1.2933104631217838,1.3293310463121784,0.0823327615780446
Burkina Faso,462,164,122,176,578,612,-34,614,30,0.354978354978355,0.26406926406926406,0.38095238095238093,-0.0735930735930736,1.251082251082251,1.3246753246753247,1.329004329004329,0.06493506493506493
Gabon,405,141,114,150,477,484,-7,537,32,0.34814814814814815,0.2814814814814815,0.37037037037037035,-0.01728395061728395,1.1777777777777778,1.1950617283950618,1.325925925925926,0.07901234567901234
Bulgaria,734,262,187,285,1014,1102,-88,973,73,0.3569482288828338,0.2547683923705722,0.388283378746594,-0.11989100817438691,1.3814713896457766,1.5013623978201636,1.3256130790190737,0.0994550408719346
Syria,483,173,120,190,691,634,57,639,51,0.3581780538302277,0.2484472049689441,0.39337474120082816,0.11801242236024845,1.4306418219461698,1.3126293995859213,1.3229813664596273,0.10559006211180125
Israel,497,180,116,201,749,737,12,656,53,0.36217303822937624,0.23340040241448692,0.4044265593561368,0.02414486921529175,1.5070422535211268,1.482897384305835,1.3199195171026157,0.10663983903420524
Paraguay,782,274,208,300,999,1113,-114,1030,55,0.35038363171355497,0.2659846547314578,0.3836317135549872,-0.14578005115089515,1.2774936061381075,1.4232736572890026,1.3171355498721227,0.07033248081841433
Sápmi,29,12,2,15,90,54,36,38,7,0.41379310344827586,0.06896551724137931,0.5172413793103449,1.2413793103448276,3.103448275862069,1.8620689655172413,1.3103448275862069,0.2413793103448276
Malawi,642,219,181,242,752,830,-78,838,42,0.3411214953271028,0.2819314641744548,0.37694704049844235,-0.12149532710280374,1.1713395638629283,1.2928348909657321,1.3052959501557633,0.06542056074766354
Switzerland,882,315,203,364,1315,1443,-128,1148,77,0.35714285714285715,0.23015873015873015,0.4126984126984127,-0.14512471655328799,1.4909297052154196,1.6360544217687074,1.3015873015873016,0.0873015873015873
India,530,190,119,221,728,855,-127,689,54,0.3584905660377358,0.22452830188679246,0.4169811320754717,-0.23962264150943396,1.3735849056603773,1.6132075471698113,1.3,0.1018867924528302
Saint Barthélemy,10,4,1,5,25,30,-5,13,1,0.4,0.1,0.5,-0.5,2.5,3.0,1.3,0.1
Ethiopia,407,143,92,172,547,594,-47,521,37,0.35135135135135137,0.22604422604422605,0.4226044226044226,-0.11547911547911548,1.343980343980344,1.4594594594594594,1.28009828009828,0.09090909090909091
Turkmenistan,175,64,32,79,265,266,-1,224,21,0.3657142857142857,0.18285714285714286,0.4514285714285714,-0.005714285714285714,1.5142857142857142,1.52,1.28,0.12
Cuba,397,139,90,168,532,605,-73,507,51,0.3501259445843829,0.22670025188916876,0.42317380352644834,-0.18387909319899245,1.3400503778337531,1.5239294710327456,1.2770780856423174,0.12846347607052896
Western Isles,34,13,4,17,51,77,-26,43,2,0.38235294117647056,0.11764705882352941,0.5,-0.7647058823529411,1.5,2.264705882352941,1.2647058823529411,0.058823529411764705
Panama,535,181,132,222,670,813,-143,675,42,0.3383177570093458,0.2467289719626168,0.41495327102803736,-0.2672897196261682,1.2523364485981308,1.519626168224299,1.2616822429906542,0.07850467289719626
Montenegro,168,57,40,71,198,231,-33,211,12,0.3392857142857143,0.23809523809523808,0.4226190476190476,-0.19642857142857142,1.1785714285714286,1.375,1.255952380952381,0.07142857142857142
United Koreans in Japan,12,3,6,3,20,11,9,15,2,0.25,0.5,0.25,0.75,1.6666666666666667,0.9166666666666666,1.25,0.16666666666666666
Monaco,24,8,6,10,41,88,-47,30,2,0.3333333333333333,0.25,0.4166666666666667,-1.9583333333333333,1.7083333333333333,3.6666666666666665,1.25,0.08333333333333333
Shetland,58,21,9,28,101,113,-12,72,9,0.3620689655172414,0.15517241379310345,0.4827586206896552,-0.20689655172413793,1.7413793103448276,1.9482758620689655,1.2413793103448276,0.15517241379310345
Congo,406,134,99,173,523,598,-75,501,28,0.33004926108374383,0.2438423645320197,0.42610837438423643,-0.18472906403940886,1.2881773399014778,1.4729064039408868,1.2339901477832513,0.06896551724137931
Gotland,30,11,4,15,81,57,24,37,7,0.36666666666666664,0.13333333333333333,0.5,0.8,2.7,1.9,1.2333333333333334,0.23333333333333334
Sudan,469,151,118,200,508,634,-126,571,34,0.32196162046908317,0.2515991471215352,0.42643923240938164,-0.26865671641791045,1.0831556503198294,1.35181236673774,1.2174840085287846,0.07249466950959488
Peru,712,230,176,306,856,994,-138,866,55,0.32303370786516855,0.24719101123595505,0.4297752808988764,-0.19382022471910113,1.202247191011236,1.396067415730337,1.2162921348314606,0.07724719101123595
Grenada,259,86,56,117,422,479,-57,314,26,0.33204633204633205,0.21621621621621623,0.4517374517374517,-0.22007722007722008,1.6293436293436294,1.8494208494208495,1.2123552123552124,0.10038610038610038
Rwanda,280,88,74,118,289,336,-47,338,19,0.3142857142857143,0.2642857142857143,0.42142857142857143,-0.16785714285714284,1.0321428571428573,1.2,1.207142857142857,0.06785714285714285
El Salvador,612,200,137,275,766,932,-166,737,55,0.32679738562091504,0.2238562091503268,0.4493464052287582,-0.27124183006535946,1.2516339869281046,1.522875816993464,1.2042483660130718,0.08986928104575163
Mozambique,374,118,95,161,387,484,-97,449,21,0.3155080213903743,0.2540106951871658,0.4304812834224599,-0.25935828877005346,1.03475935828877,1.2941176470588236,1.2005347593582887,0.05614973262032086
Western Sahara,5,2,0,3,11,16,-5,6,2,0.4,0.0,0.6,-1.0,2.2,3.2,1.2,0.4
Togo,445,140,113,192,486,618,-132,533,27,0.3146067415730337,0.2539325842696629,0.4314606741573034,-0.2966292134831461,1.0921348314606742,1.3887640449438203,1.1977528089887641,0.060674157303370786
North Macedonia,304,95,79,130,365,408,-43,364,28,0.3125,0.2598684210526316,0.4276315789473684,-0.14144736842105263,1.200657894736842,1.3421052631578947,1.1973684210526316,0.09210526315789473
Wales,724,234,164,326,908,1157,-249,866,58,0.32320441988950277,0.2265193370165746,0.45027624309392267,-0.34392265193370164,1.2541436464088398,1.5980662983425415,1.1961325966850829,0.08011049723756906
Papua New Guinea,155,52,29,74,336,312,24,185,25,0.33548387096774196,0.1870967741935484,0.4774193548387097,0.15483870967741936,2.167741935483871,2.0129032258064514,1.1935483870967742,0.16129032258064516
Ecuador,589,181,157,251,712,902,-190,700,41,0.3073005093378608,0.266553480475382,0.42614601018675724,-0.3225806451612903,1.2088285229202038,1.531409168081494,1.1884550084889642,0.06960950764006792
Bermuda,197,67,33,97,325,349,-24,234,26,0.3401015228426396,0.16751269035532995,0.49238578680203043,-0.1218274111675127,1.649746192893401,1.7715736040609138,1.1878172588832487,0.1319796954314721
Western Armenia,16,5,4,7,34,20,14,19,4,0.3125,0.25,0.4375,0.875,2.125,1.25,1.1875,0.25
Saint Lucia,230,80,33,117,327,438,-111,273,15,0.34782608695652173,0.14347826086956522,0.508695652173913,-0.4826086956521739,1.4217391304347826,1.9043478260869566,1.1869565217391305,0.06521739130434782
Georgia,305,99,64,142,380,430,-50,361,29,0.32459016393442625,0.2098360655737705,0.46557377049180326,-0.16393442622950818,1.2459016393442623,1.4098360655737705,1.1836065573770491,0.09508196721311475
Guyana,313,103,61,149,428,550,-122,370,29,0.329073482428115,0.19488817891373802,0.476038338658147,-0.38977635782747605,1.3674121405750799,1.7571884984025559,1.182108626198083,0.0926517571884984
Saint Martin,68,25,5,38,101,167,-66,80,9,0.36764705882352944,0.07352941176470588,0.5588235294117647,-0.9705882352941176,1.4852941176470589,2.4558823529411766,1.1764705882352942,0.1323529411764706
Hong Kong,444,141,96,207,640,730,-90,519,44,0.31756756756756754,0.21621621621621623,0.46621621621621623,-0.20270270270270271,1.4414414414414414,1.6441441441441442,1.1689189189189189,0.0990990990990991
Somaliland,6,2,1,3,14,20,-6,7,1,0.3333333333333333,0.16666666666666666,0.5,-1.0,2.3333333333333335,3.3333333333333335,1.1666666666666667,0.16666666666666666
Sint Maarten,60,20,10,30,88,153,-65,70,5,0.3333333333333333,0.16666666666666666,0.5,-1.0833333333333333,1.4666666666666666,2.55,1.1666666666666667,0.08333333333333333
Luhansk PR,6,2,1,3,9,12,-3,7,0,0.3333333333333333,0.16666666666666666,0.5,-0.5,1.5,2.0,1.1666666666666667,0.0
Sierra Leone,299,90,78,131,288,412,-124,348,3,0.3010033444816054,0.2608695652173913,0.43812709030100333,-0.41471571906354515,0.9632107023411371,1.3779264214046822,1.1638795986622072,0.010033444816053512
Mayotte,38,11,11,16,51,56,-5,44,1,0.2894736842105263,0.2894736842105263,0.42105263157894735,-0.13157894736842105,1.3421052631578947,1.4736842105263157,1.1578947368421053,0.02631578947368421
Barbados,302,94,67,141,393,527,-134,349,32,0.31125827814569534,0.22185430463576158,0.46688741721854304,-0.44370860927152317,1.3013245033112584,1.7450331125827814,1.1556291390728477,0.10596026490066225
Singapore,694,218,141,335,933,1267,-334,795,59,0.31412103746397696,0.20317002881844382,0.4827089337175792,-0.4812680115273775,1.3443804034582132,1.8256484149855907,1.1455331412103746,0.08501440922190202
Belarus,313,93,79,141,357,461,-104,358,19,0.2971246006389776,0.2523961661341853,0.4504792332268371,-0.33226837060702874,1.1405750798722045,1.4728434504792332,1.1437699680511182,0.06070287539936102
Palestine,241,69,68,104,322,342,-20,275,24,0.2863070539419087,0.2821576763485477,0.4315352697095436,-0.08298755186721991,1.3360995850622406,1.4190871369294606,1.1410788381742738,0.0995850622406639
Burundi,217,65,52,100,237,290,-53,247,12,0.2995391705069124,0.23963133640552994,0.4608294930875576,-0.24423963133640553,1.0921658986175116,1.336405529953917,1.1382488479262673,0.055299539170506916
South Ossetia,16,5,3,8,35,34,1,18,1,0.3125,0.1875,0.5,0.0625,2.1875,2.125,1.125,0.0625
Western Australia,32,11,3,18,63,75,-12,36,1,0.34375,0.09375,0.5625,-0.375,1.96875,2.34375,1.125,0.03125
French Guiana,179,54,39,86,267,306,-39,201,21,0.3016759776536313,0.21787709497206703,0.48044692737430167,-0.21787709497206703,1.4916201117318435,1.7094972067039107,1.1229050279329609,0.11731843575418995
Bonaire,43,14,6,23,63,107,-44,48,2,0.32558139534883723,0.13953488372093023,0.5348837209302325,-1.0232558139534884,1.4651162790697674,2.488372093023256,1.1162790697674418,0.046511627906976744
Lebanon,333,93,92,148,385,469,-84,371,28,0.27927927927927926,0.27627627627627627,0.4444444444444444,-0.25225225225225223,1.1561561561561562,1.4084084084084083,1.1141141141141142,0.08408408408408409
Iceland,520,159,102,259,632,872,-240,579,46,0.3057692307692308,0.19615384615384615,0.4980769230769231,-0.46153846153846156,1.2153846153846153,1.676923076923077,1.1134615384615385,0.08846153846153847
Székely Land,27,9,3,15,56,56,0,30,6,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.0,2.074074074074074,2.074074074074074,1.1111111111111112,0.2222222222222222
Gambia,265,73,75,117,278,367,-89,294,9,0.27547169811320754,0.2830188679245283,0.44150943396226416,-0.33584905660377357,1.049056603773585,1.3849056603773584,1.109433962264151,0.033962264150943396
Antigua and Barbuda,231,71,43,117,306,423,-117,256,20,0.30735930735930733,0.18614718614718614,0.5064935064935064,-0.5064935064935064,1.3246753246753247,1.8311688311688312,1.1082251082251082,0.08658008658008658
Greenland,77,25,10,42,145,159,-14,85,11,0.3246753246753247,0.12987012987012986,0.5454545454545454,-0.18181818181818182,1.8831168831168832,2.064935064935065,1.103896103896104,0.14285714285714285
Tanzania,599,163,171,265,660,892,-232,660,33,0.27212020033388984,0.2854757929883139,0.44240400667779634,-0.38731218697829717,1.1018363939899833,1.4891485809682805,1.1018363939899833,0.05509181969949917
Vanuatu,213,68,29,116,401,459,-58,233,33,0.3192488262910798,0.13615023474178403,0.5446009389671361,-0.27230046948356806,1.8826291079812207,2.1549295774647885,1.0938967136150235,0.15492957746478872
Botswana,332,90,92,150,268,426,-158,362,10,0.2710843373493976,0.27710843373493976,0.45180722891566266,-0.4759036144578313,0.8072289156626506,1.283132530120482,1.0903614457831325,0.030120481927710843
Latvia,459,128,110,221,540,762,-222,494,30,0.2788671023965142,0.23965141612200436,0.48148148148148145,-0.48366013071895425,1.1764705882352942,1.6601307189542485,1.0762527233115469,0.06535947712418301
Kyrgyzstan,189,57,31,101,220,321,-101,202,13,0.30158730158730157,0.164021164021164,0.5343915343915344,-0.5343915343915344,1.164021164021164,1.6984126984126984,1.0687830687830688,0.06878306878306878
Mauritius,325,91,72,162,412,523,-111,345,29,0.28,0.22153846153846155,0.49846153846153846,-0.3415384615384615,1.2676923076923077,1.6092307692307692,1.0615384615384615,0.08923076923076922
Guinea-Bissau,190,52,44,94,189,280,-91,200,7,0.2736842105263158,0.23157894736842105,0.49473684210526314,-0.4789473684210526,0.9947368421052631,1.4736842105263157,1.0526315789473684,0.03684210526315789
Equatorial Guinea,178,49,40,89,156,261,-105,187,5,0.2752808988764045,0.2247191011235955,0.5,-0.5898876404494382,0.8764044943820225,1.4662921348314606,1.050561797752809,0.028089887640449437
Albania,396,110,84,202,377,587,-210,414,24,0.2777777777777778,0.21212121212121213,0.51010101010101,-0.5303030303030303,0.952020202020202,1.4823232323232323,1.0454545454545454,0.06060606060606061
Namibia,279,70,80,129,273,397,-124,290,14,0.25089605734767023,0.2867383512544803,0.46236559139784944,-0.4444444444444444,0.978494623655914,1.4229390681003584,1.039426523297491,0.05017921146953405
Benin,323,84,78,161,350,555,-205,330,15,0.26006191950464397,0.24148606811145512,0.4984520123839009,-0.6346749226006192,1.08359133126935,1.7182662538699691,1.021671826625387,0.04643962848297214
Kazakhstan,267,71,59,137,307,440,-133,272,21,0.26591760299625467,0.2209737827715356,0.5131086142322098,-0.49812734082397003,1.149812734082397,1.647940074906367,1.0187265917602997,0.07865168539325842
Liberia,300,78,70,152,267,443,-176,304,7,0.26,0.23333333333333334,0.5066666666666667,-0.5866666666666667,0.89,1.4766666666666666,1.0133333333333334,0.023333333333333334
Northern Ireland,705,184,160,361,739,1293,-554,712,47,0.26099290780141843,0.22695035460992907,0.5120567375886524,-0.7858156028368795,1.04822695035461,1.8340425531914895,1.0099290780141843,0.06666666666666667
Saugeais,1,0,1,0,1,1,0,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Republic of St. Pauli,4,1,1,2,10,5,5,4,1,0.25,0.25,0.5,1.25,2.5,1.25,1.0,0.25
Hmong,3,1,0,2,6,10,-4,3,0,0.3333333333333333,0.0,0.6666666666666666,-1.3333333333333333,2.0,3.3333333333333335,1.0,0.0
Gozo,14,4,2,8,31,28,3,14,2,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.21428571428571427,2.2142857142857144,2.0,1.0,0.14285714285714285
Provence,19,6,1,12,47,54,-7,19,2,0.3157894736842105,0.05263157894736842,0.631578947368421,-0.3684210526315789,2.473684210526316,2.8421052631578947,1.0,0.10526315789473684
North Vietnam,24,7,3,14,49,52,-3,24,3,0.2916666666666667,0.125,0.5833333333333334,-0.125,2.0416666666666665,2.1666666666666665,1.0,0.125
Orkney,28,9,1,18,38,84,-46,28,2,0.32142857142857145,0.03571428571428571,0.6428571428571429,-1.6428571428571428,1.3571428571428572,3.0,1.0,0.07142857142857142
West Papua,1,0,1,0,1,1,0,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Finland,816,216,166,434,959,1669,-710,814,47,0.2647058823529412,0.2034313725490196,0.5318627450980392,-0.8700980392156863,1.1752450980392157,2.045343137254902,0.9975490196078431,0.05759803921568627
Bangladesh,304,79,66,159,274,555,-281,303,17,0.2598684210526316,0.21710526315789475,0.5230263157894737,-0.9243421052631579,0.9013157894736842,1.825657894736842,0.9967105263157895,0.05592105263157895
Samoa,71,22,4,45,99,249,-150,70,9,0.30985915492957744,0.056338028169014086,0.6338028169014085,-2.112676056338028,1.3943661971830985,3.507042253521127,0.9859154929577465,0.1267605633802817
Maldives,231,63,38,130,277,522,-245,227,21,0.2727272727272727,0.1645021645021645,0.5627705627705628,-1.0606060606060606,1.199134199134199,2.25974025974026,0.9826839826839827,0.09090909090909091
Venezuela,458,116,101,241,480,854,-374,449,26,0.25327510917030566,0.2205240174672489,0.5262008733624454,-0.8165938864628821,1.0480349344978166,1.8646288209606987,0.980349344978166,0.056768558951965066
Afghanistan,144,35,34,75,141,289,-148,139,9,0.24305555555555555,0.2361111111111111,0.5208333333333334,-1.0277777777777777,0.9791666666666666,2.0069444444444446,0.9652777777777778,0.0625
Lithuania,431,111,83,237,430,784,-354,416,16,0.25754060324825984,0.1925754060324826,0.5498839907192575,-0.8213457076566125,0.9976798143851509,1.8190255220417633,0.9651972157772621,0.037122969837587005
Philippines,338,91,52,195,402,776,-374,325,31,0.2692307692307692,0.15384615384615385,0.5769230769230769,-1.106508875739645,1.1893491124260356,2.2958579881656807,0.9615384615384616,0.09171597633136094
Estonia,548,134,122,292,542,974,-432,524,27,0.24452554744525548,0.22262773722627738,0.5328467153284672,-0.7883211678832117,0.9890510948905109,1.7773722627737227,0.9562043795620438,0.04927007299270073
Niger,258,61,61,136,255,421,-166,244,10,0.2364341085271318,0.2364341085271318,0.5271317829457365,-0.6434108527131783,0.9883720930232558,1.6317829457364341,0.9457364341085271,0.03875968992248062
Dominica,215,52,46,117,250,436,-186,202,15,0.24186046511627907,0.21395348837209302,0.5441860465116279,-0.8651162790697674,1.1627906976744187,2.027906976744186,0.9395348837209302,0.06976744186046512
Taiwan,237,64,30,143,306,605,-299,222,17,0.270042194092827,0.12658227848101267,0.6033755274261603,-1.261603375527426,1.2911392405063291,2.5527426160337554,0.9367088607594937,0.07172995780590717
Belize,121,31,20,70,133,233,-100,113,10,0.256198347107438,0.1652892561983471,0.5785123966942148,-0.8264462809917356,1.0991735537190082,1.9256198347107438,0.9338842975206612,0.08264462809917356
Comoros,150,35,35,80,133,244,-111,140,5,0.23333333333333334,0.23333333333333334,0.5333333333333333,-0.74,0.8866666666666667,1.6266666666666667,0.9333333333333333,0.03333333333333333
Armenia,270,65,55,150,272,497,-225,250,17,0.24074074074074073,0.2037037037037037,0.5555555555555556,-0.8333333333333334,1.0074074074074073,1.8407407407407408,0.9259259259259259,0.06296296296296296
Puerto Rico,162,41,26,95,205,379,-174,149,18,0.25308641975308643,0.16049382716049382,0.5864197530864198,-1.0740740740740742,1.2654320987654322,2.3395061728395063,0.9197530864197531,0.1111111111111111
Eswatini,274,55,83,136,231,455,-224,248,8,0.20072992700729927,0.3029197080291971,0.49635036496350365,-0.8175182481751825,0.843065693430657,1.6605839416058394,0.9051094890510949,0.029197080291970802
Bolivia,532,119,119,294,545,1043,-498,476,25,0.2236842105263158,0.2236842105263158,0.5526315789473685,-0.9360902255639098,1.0244360902255638,1.9605263157894737,0.8947368421052632,0.046992481203007516
Raetia,26,6,5,15,43,103,-60,23,3,0.23076923076923078,0.19230769230769232,0.5769230769230769,-2.3076923076923075,1.6538461538461537,3.9615384615384617,0.8846153846153846,0.11538461538461539
Nepal,268,63,47,158,229,602,-373,236,17,0.23507462686567165,0.17537313432835822,0.5895522388059702,-1.3917910447761195,0.8544776119402985,2.246268656716418,0.8805970149253731,0.06343283582089553
Montserrat,66,17,7,42,72,195,-123,58,2,0.25757575757575757,0.10606060606060606,0.6363636363636364,-1.8636363636363635,1.0909090909090908,2.9545454545454546,0.8787878787878788,0.030303030303030304
Lesotho,295,54,93,148,229,465,-236,255,6,0.18305084745762712,0.3152542372881356,0.5016949152542373,-0.8,0.7762711864406779,1.576271186440678,0.864406779661017,0.020338983050847456
Romani people,7,2,0,5,13,26,-13,6,0,0.2857142857142857,0.0,0.7142857142857143,-1.8571428571428572,1.8571428571428572,3.7142857142857144,0.8571428571428571,0.0
Central African Republic,136,29,28,79,145,259,-114,115,7,0.21323529411764705,0.20588235294117646,0.5808823529411765,-0.8382352941176471,1.0661764705882353,1.9044117647058822,0.8455882352941176,0.051470588235294115
Aruba,151,32,31,88,199,353,-154,127,11,0.2119205298013245,0.2052980132450331,0.5827814569536424,-1.0198675496688743,1.3178807947019868,2.337748344370861,0.8410596026490066,0.0728476821192053
Azerbaijan,308,60,79,169,236,517,-281,259,12,0.19480519480519481,0.2564935064935065,0.5487012987012987,-0.9123376623376623,0.7662337662337663,1.6785714285714286,0.8409090909090909,0.03896103896103896
Gibraltar,157,37,20,100,169,394,-225,131,15,0.2356687898089172,0.12738853503184713,0.6369426751592356,-1.4331210191082802,1.0764331210191083,2.5095541401273884,0.8343949044585988,0.09554140127388536
Kabylia,6,1,2,3,8,15,-7,5,1,0.16666666666666666,0.3333333333333333,0.5,-1.1666666666666667,1.3333333333333333,2.5,0.8333333333333334,0.16666666666666666
Mongolia,101,25,9,67,117,310,-193,84,12,0.24752475247524752,0.0891089108910891,0.6633663366336634,-1.9108910891089108,1.1584158415841583,3.0693069306930694,0.8316831683168316,0.1188118811881188
Mauritania,269,51,70,148,195,428,-233,223,5,0.1895910780669145,0.26022304832713755,0.550185873605948,-0.8661710037174721,0.724907063197026,1.5910780669144982,0.828996282527881,0.01858736059479554
Zanzibar,209,44,41,124,191,436,-245,173,7,0.21052631578947367,0.19617224880382775,0.5933014354066986,-1.1722488038277512,0.9138755980861244,2.0861244019138754,0.8277511961722488,0.03349282296650718
Hitra,23,6,1,16,37,92,-55,19,3,0.2608695652173913,0.043478260869565216,0.6956521739130435,-2.391304347826087,1.608695652173913,4.0,0.8260869565217391,0.13043478260869565
Moldova,297,58,68,171,240,519,-279,242,9,0.19528619528619529,0.22895622895622897,0.5757575757575758,-0.9393939393939394,0.8080808080808081,1.7474747474747474,0.8148148148148148,0.030303030303030304
Nicaragua,220,51,26,143,234,530,-296,179,17,0.2318181818181818,0.11818181818181818,0.65,-1.3454545454545455,1.0636363636363637,2.409090909090909,0.8136363636363636,0.07727272727272727
Cayman Islands,118,25,21,72,116,286,-170,96,8,0.211864406779661,0.17796610169491525,0.6101694915254238,-1.4406779661016949,0.9830508474576272,2.4237288135593222,0.8135593220338984,0.06779661016949153
Chad,138,26,34,78,117,238,-121,112,3,0.18840579710144928,0.2463768115942029,0.5652173913043478,-0.8768115942028986,0.8478260869565217,1.7246376811594204,0.8115942028985508,0.021739130434782608
Turks and Caicos Islands,52,12,6,34,52,187,-135,42,1,0.23076923076923078,0.11538461538461539,0.6538461538461539,-2.5961538461538463,1.0,3.5961538461538463,0.8076923076923077,0.019230769230769232
Yemen,266,53,54,159,259,577,-318,213,17,0.19924812030075187,0.20300751879699247,0.5977443609022557,-1.1954887218045114,0.9736842105263158,2.169172932330827,0.8007518796992481,0.06390977443609022
Tonga,68,16,6,46,81,253,-172,54,6,0.23529411764705882,0.08823529411764706,0.6764705882352942,-2.5294117647058822,1.1911764705882353,3.7205882352941178,0.7941176470588235,0.08823529411764706
Pakistan,244,50,43,151,225,573,-348,193,11,0.20491803278688525,0.1762295081967213,0.6188524590163934,-1.4262295081967213,0.9221311475409836,2.348360655737705,0.7909836065573771,0.045081967213114756
Cambodia,293,63,41,189,324,760,-436,230,18,0.2150170648464164,0.13993174061433447,0.6450511945392492,-1.4880546075085324,1.10580204778157,2.5938566552901023,0.7849829351535836,0.06143344709897611
Sri Lanka,248,49,47,152,237,566,-329,194,13,0.1975806451612903,0.18951612903225806,0.6129032258064516,-1.3266129032258065,0.9556451612903226,2.282258064516129,0.782258064516129,0.05241935483870968
Bahamas,67,14,10,43,75,213,-138,52,6,0.208955223880597,0.14925373134328357,0.6417910447761194,-2.0597014925373136,1.1194029850746268,3.1791044776119404,0.7761194029850746,0.08955223880597014
Barawa,12,3,0,9,16,46,-30,9,2,0.25,0.0,0.75,-2.5,1.3333333333333333,3.8333333333333335,0.75,0.16666666666666666
Cyprus,424,81,71,272,372,926,-554,314,12,0.19103773584905662,0.16745283018867924,0.6415094339622641,-1.3066037735849056,0.8773584905660378,2.1839622641509435,0.7405660377358491,0.02830188679245283
Yemen DPR,25,5,3,17,25,69,-44,18,0,0.2,0.12,0.68,-1.76,1.0,2.76,0.72,0.0
Tuvalu,39,8,4,27,45,208,-163,28,4,0.20512820512820512,0.10256410256410256,0.6923076923076923,-4.17948717948718,1.1538461538461537,5.333333333333333,0.717948717948718,0.10256410256410256
Guam,120,25,11,84,138,590,-452,86,12,0.20833333333333334,0.09166666666666666,0.7,-3.7666666666666666,1.15,4.916666666666667,0.7166666666666667,0.1
Faroe Islands,285,56,36,193,239,643,-404,204,12,0.19649122807017544,0.12631578947368421,0.6771929824561403,-1.4175438596491228,0.8385964912280702,2.256140350877193,0.7157894736842105,0.042105263157894736
Laos,224,42,34,148,227,701,-474,160,7,0.1875,0.15178571428571427,0.6607142857142857,-2.1160714285714284,1.0133928571428572,3.1294642857142856,0.7142857142857143,0.03125
British Virgin Islands,121,21,22,78,112,358,-246,85,6,0.17355371900826447,0.18181818181818182,0.6446280991735537,-2.0330578512396693,0.9256198347107438,2.958677685950413,0.7024793388429752,0.049586776859504134
Cook Islands,53,11,4,38,43,264,-221,37,3,0.20754716981132076,0.07547169811320754,0.7169811320754716,-4.169811320754717,0.8113207547169812,4.981132075471698,0.6981132075471698,0.05660377358490566
Eritrea,71,11,16,44,48,121,-73,49,0,0.15492957746478872,0.22535211267605634,0.6197183098591549,-1.028169014084507,0.676056338028169,1.704225352112676,0.6901408450704225,0.0
Chagos Islands,16,3,2,11,28,76,-48,11,1,0.1875,0.125,0.6875,-3.0,1.75,4.75,0.6875,0.0625
South Sudan,78,12,16,50,50,142,-92,52,1,0.15384615384615385,0.20512820512820512,0.6410256410256411,-1.1794871794871795,0.6410256410256411,1.8205128205128205,0.6666666666666666,0.01282051282051282
Wallis Islands and Futuna,24,5,0,19,23,109,-86,15,3,0.20833333333333334,0.0,0.7916666666666666,-3.5833333333333335,0.9583333333333334,4.541666666666667,0.625,0.125
Frøya,37,7,2,28,60,146,-86,23,3,0.1891891891891892,0.05405405405405406,0.7567567567567568,-2.324324324324324,1.6216216216216217,3.945945945945946,0.6216216216216216,0.08108108108108109
Seychelles,176,26,30,120,135,398,-263,108,6,0.14772727272727273,0.17045454545454544,0.6818181818181818,-1.4943181818181819,0.7670454545454546,2.2613636363636362,0.6136363636363636,0.03409090909090909
Malta,456,64,78,314,295,1025,-730,270,9,0.14035087719298245,0.17105263157894737,0.6885964912280702,-1.6008771929824561,0.6469298245614035,2.2478070175438596,0.5921052631578947,0.019736842105263157
Falkland Islands,33,6,1,26,31,121,-90,19,3,0.18181818181818182,0.030303030303030304,0.7878787878787878,-2.727272727272727,0.9393939393939394,3.6666666666666665,0.5757575757575758,0.09090909090909091
Saare County,35,5,5,25,41,89,-48,20,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,-1.3714285714285714,1.1714285714285715,2.5428571428571427,0.5714285714285714,0.0
Brunei,137,22,11,104,107,449,-342,77,5,0.16058394160583941,0.08029197080291971,0.7591240875912408,-2.4963503649635035,0.781021897810219,3.2773722627737225,0.5620437956204379,0.0364963503649635
Saarland,9,1,2,6,10,26,-16,5,0,0.1111111111111111,0.2222222222222222,0.6666666666666666,-1.7777777777777777,1.1111111111111112,2.888888888888889,0.5555555555555556,0.0
Macau,145,21,16,108,113,447,-334,79,4,0.14482758620689656,0.1103448275862069,0.7448275862068966,-2.303448275862069,0.7793103448275862,3.0827586206896553,0.5448275862068965,0.027586206896551724
United States Virgin Islands,78,10,12,56,54,295,-241,42,3,0.1282051282051282,0.15384615384615385,0.717948717948718,-3.08974358974359,0.6923076923076923,3.782051282051282,0.5384615384615384,0.038461538461538464
